Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2014-09-02 12:55:43,false,"Opvarmning","28,39","698","01:10:02","138","175","--","24,3","50,0","256","256","NaN","NaN","NaN","NaN","85","111","--","0,0","--","--","--","NaN","NaN","4494","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-31 14:37:49,false,"Træning","80,15","1.679","02:53:08","144","182","--","27,8","50,8","621","632","NaN","NaN","NaN","NaN","83","222","--","0,0","--","--","--","NaN","NaN","12245","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-25 14:39:48,false,"Træning","71,56","1.433","02:33:03","143","185","--","28,1","52,1","547","545","NaN","NaN","NaN","NaN","84","126","--","0,0","--","--","--","NaN","NaN","11593","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-22 08:14:19,false,"30/30   Rul","53,17","890","01:56:14","130","173","--","27,5","56,4","392","394","NaN","NaN","NaN","NaN","85","123","--","0,0","--","--","--","NaN","NaN","9088","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-16 09:52:54,false,"Træning","80,03","1.422","02:52:36","135","176","--","27,8","56,0","769","770","NaN","NaN","NaN","NaN","87","136","--","0,0","--","--","--","NaN","NaN","13486","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-15 07:43:02,false,"Morgen Træning","46,52","782","01:39:34","128","163","--","28,0","52,9","337","336","NaN","NaN","NaN","NaN","86","218","--","0,0","--","--","--","NaN","NaN","7843","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-13 19:38:27,false,"30/30 Interval","34,09","562","01:17:18","125","159","--","26,5","53,6","188","191","NaN","NaN","NaN","NaN","84","143","--","0,0","--","--","--","NaN","NaN","5628","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-10 09:36:31,false,"Træning Lang","149,76","2.562","05:09:24","131","179","--","29,0","64,2","1.098","1.074","NaN","NaN","NaN","NaN","87","132","--","0,0","--","--","--","NaN","NaN","24843","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-08 08:08:33,false,"Træning med Pernille","45,92","818","01:37:19","134","181","--","28,3","53,0","404","400","NaN","NaN","NaN","NaN","77","121","--","0,0","--","--","--","NaN","NaN","6775","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-06 19:09:35,false,"Træning Med Pernille","77,42","1.059","02:52:01","119","154","--","27,0","48,2","470","471","NaN","NaN","NaN","NaN","79","111","--","0,0","--","--","--","NaN","NaN","12086","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-04 15:10:51,false,"40km TT","42,46","1.043","01:14:08","164","181","--","34,4","56,9","275","276","NaN","NaN","NaN","NaN","95","117","--","0,0","--","--","--","NaN","NaN","6907","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","00:NaN:NaN","22","86"
Cycling,2014-08-03 13:44:12,false,"Træning - Blok - Pernille","40,08","726","01:27:46","132","163","--","27,4","52,5","205","196","NaN","NaN","NaN","NaN","79","133","--","0,0","--","--","--","NaN","NaN","6089","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-08-01 09:03:17,false,"Træning","119,47","2.170","04:04:11","146","176","--","29,4","54,7","961","965","NaN","NaN","NaN","NaN","87","221","--","0,0","--","--","--","NaN","NaN","19194","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-30 18:31:25,false,"Tempo Med Pernille","53,11","1.071","02:13:21","137","181","--","23,9","54,6","338","345","NaN","NaN","NaN","NaN","79","179","--","0,0","--","--","--","NaN","NaN","7948","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-28 19:40:28,false,"Aften Interval","35,47","736","01:11:11","147","181","--","29,9","61,8","251","277","NaN","NaN","NaN","NaN","85","122","--","0,0","--","--","--","NaN","NaN","5352","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-27 11:39:29,false,"Træning","73,35","1.339","02:22:03","145","175","--","31,0","62,4","546","541","NaN","NaN","NaN","NaN","88","222","--","0,0","--","--","--","NaN","NaN","11622","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-24 20:14:55,false,"Aften Træning","28,29","669","00:55:29","151","176","--","30,6","68,6","248","252","NaN","NaN","NaN","NaN","87","116","--","0,0","--","--","--","NaN","NaN","4470","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-21 12:28:10,false,"Træning","72,06","1.675","02:18:47","160","180","--","31,2","52,2","454","457","NaN","NaN","NaN","NaN","89","113","--","0,0","--","--","--","NaN","NaN","11430","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-20 10:03:29,false,"Træning Delauren, Moberg","47,29","747","01:40:40","114","164","--","28,2","51,7","236","267","NaN","NaN","NaN","NaN","81","230","--","0,0","--","--","--","NaN","NaN","7378","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-19 16:00:43,false,"Træning Med Pernille","63,58","1.194","02:18:20","137","171","--","27,6","49,5","445","450","NaN","NaN","NaN","NaN","81","143","--","0,0","--","--","--","NaN","NaN","9641","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-10 19:45:41,false,"4/2 Interval","46,44","935","01:33:27","144","174","--","29,8","56,2","320","323","NaN","NaN","NaN","NaN","86","115","--","0,0","--","--","--","NaN","NaN","7339","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-09 12:59:15,false,"Træning","61,58","1.307","02:07:53","153","178","--","28,9","61,1","550","552","NaN","NaN","NaN","NaN","87","120","--","0,0","--","--","--","NaN","NaN","10071","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-09 09:09:54,false,"Træning Med Pernille","56,58","949","02:16:49","124","169","--","24,8","50,8","473","481","NaN","NaN","NaN","NaN","79","111","--","0,0","--","--","--","NaN","NaN","8920","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-07 19:32:22,false,"Træning med Pernille","57,77","1.170","02:23:40","136","168","--","24,1","62,0","559","560","NaN","NaN","NaN","NaN","84","129","--","0,0","--","--","--","NaN","NaN","9786","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-06 08:20:21,false,"Marselis Træning","75,37","1.479","02:38:39","147","192","--","28,5","61,8","725","728","NaN","NaN","NaN","NaN","77","234","--","0,0","--","--","--","NaN","NaN","10291","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-04 15:30:39,false,"Lang Tur med Tim","141,70","2.437","05:10:18","132","174","--","27,4","63,3","1.196","1.191","NaN","NaN","NaN","NaN","81","223","--","0,0","--","--","--","NaN","NaN","21298","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-03 15:41:37,false,"Interval 40/20","22,83","542","00:49:43","150","183","--","27,5","54,2","213","230","NaN","NaN","NaN","NaN","84","116","--","0,0","--","--","--","NaN","NaN","3533","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-02 10:48:12,false,"Træning","84,66","1.501","03:00:02","137","174","--","28,2","54,0","690","695","NaN","NaN","NaN","NaN","84","132","--","0,0","--","--","--","NaN","NaN","13328","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-07-01 09:58:16,false,"Træning","77,78","1.433","02:44:04","139","182","--","28,4","66,9","705","702","NaN","NaN","NaN","NaN","85","126","--","0,0","--","--","--","NaN","NaN","12134","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-06-29 10:03:59,false,"Cyclocross I Marselisborg!","51,04","1.271","02:38:47","137","179","--","19,3","54,4","653","654","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-06-24 20:03:52,false,"Træning Aften","45,91","1.131","01:29:00","158","183","--","31,0","55,6","459","455","NaN","NaN","NaN","NaN","90","125","--","0,0","--","--","--","NaN","NaN","7576","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-06-23 13:49:36,false,"Nede ved Bo og hjem","25,65","713","00:55:04","161","185","--","28,0","51,9","231","229","NaN","NaN","NaN","NaN","86","216","--","0,0","--","--","--","NaN","NaN","3907","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-06-16 10:32:31,false,"Træning","114,02","2.223","04:00:30","146","180","--","28,4","64,4","1.023","1.031","NaN","NaN","NaN","NaN","84","231","--","0,0","--","--","--","NaN","NaN","16739","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-06-15 11:46:50,false,"Træning","120,16","2.147","04:03:06","146","181","--","29,7","56,1","952","944","NaN","NaN","NaN","NaN","85","139","--","0,0","--","--","--","NaN","NaN","19162","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-06-14 08:43:20,false,"Træning","71,93","1.138","02:24:57","102","171","--","29,8","49,6","592","609","NaN","NaN","NaN","NaN","83","112","--","0,0","--","--","--","NaN","NaN","10998","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-06-09 10:50:54,false,"Træning","125,07","2.380","04:31:19","144","180","--","27,7","68,6","1.069","1.068","NaN","NaN","NaN","NaN","80","199","--","0,0","--","--","--","NaN","NaN","18772","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-06-01 11:16:02,false,"Træning","105,09","1.897","03:41:54","137","169","--","28,4","57,9","858","865","NaN","NaN","NaN","NaN","84","172","--","0,0","--","--","--","NaN","NaN","16716","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-05-25 10:05:12,false,"Træning","119,26","2.259","04:09:25","145","190","--","28,7","56,0","1.306","1.315","NaN","NaN","NaN","NaN","81","156","--","0,0","--","--","--","NaN","NaN","17839","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-05-18 08:48:34,false,"Lang Træning","113,07","2.003","04:07:14","125","177","--","27,4","59,8","1.141","1.117","NaN","NaN","NaN","NaN","86","134","--","0,0","--","--","--","NaN","NaN","18753","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-05-16 10:49:40,false,"Pøt Mølle rute","85,17","1.491","03:02:41","139","178","--","28,0","54,0","1.004","993","NaN","NaN","NaN","NaN","82","120","--","0,0","--","--","--","NaN","NaN","13634","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-05-11 11:30:40,false,"Kadence træning","37,18","803","01:15:29","148","179","--","29,5","53,2","188","116","NaN","NaN","NaN","NaN","89","110","--","0,0","--","--","--","NaN","NaN","6569","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-05-09 18:48:03,false,"Ruller","13,60","209","00:27:58","107","131","--","29,2","52,3","--","2","NaN","NaN","NaN","NaN","82","92","--","0,0","--","--","--","NaN","NaN","2196","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:NaN:NaN","161","164"
Cycling,2014-05-07 19:20:45,false,"Ruller","34,15","554","01:00:00","136","150","--","34,1","42,6","2","4","NaN","NaN","NaN","NaN","75","88","--","0,0","--","--","--","NaN","NaN","4449","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-05-05 08:46:00,false,"Træning","96,62","1.742","03:29:50","141","180","--","27,6","56,5","807","841","NaN","NaN","NaN","NaN","79","145","--","0,0","--","--","--","NaN","NaN","15364","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-05-04 14:38:29,false,"Træning","40,01","840","01:19:49","144","175","--","30,1","58,0","317","318","NaN","NaN","NaN","NaN","79","115","--","0,0","--","--","--","NaN","NaN","5761","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-04-28 10:04:10,false,"Rulle med Jesper","63,17","1.315","02:05:33","148","182","--","30,2","50,4","368","371","NaN","NaN","NaN","NaN","82","152","--","0,0","--","--","--","NaN","NaN","9292","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-04-27 09:34:46,false,"Træning med Tim","88,63","1.550","03:10:44","135","178","--","27,9","48,3","537","522","NaN","NaN","NaN","NaN","79","206","--","0,0","--","--","--","NaN","NaN","13572","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-04-26 16:51:24,false,"Cykling","27,16","635","00:54:56","147","171","--","29,7","68,5","220","214","NaN","NaN","NaN","NaN","81","120","--","0,0","--","--","--","NaN","NaN","4151","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-04-20 11:29:06,false,"Træning","55,32","1.210","01:53:24","149","183","--","29,3","63,3","634","627","NaN","NaN","NaN","NaN","81","158","--","0,0","--","--","--","NaN","NaN","8717","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-04-19 16:55:26,false,"Geding bakken interval","15,66","406","00:33:19","150","178","--","28,2","55,3","317","313","NaN","NaN","NaN","NaN","79","211","--","0,0","--","--","--","NaN","NaN","2004","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-04-13 15:59:27,false,"Randers - Århus","34,02","760","01:10:46","142","165","--","28,8","50,8","430","366","NaN","NaN","NaN","NaN","81","142","--","0,0","--","--","--","NaN","NaN","5185","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-04-13 14:29:59,false,"Hobro - Randers","27,84","527","00:50:30","144","175","--","33,1","60,8","324","362","NaN","NaN","NaN","NaN","85","157","--","0,0","--","--","--","NaN","NaN","3751","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-03-30 13:35:15,false,"Cykling","99,23","1.907","03:29:07","148","175","--","28,5","56,3","909","896","NaN","NaN","NaN","NaN","84","119","--","0,0","--","--","--","NaN","NaN","16252","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-03-23 10:10:27,false,"Cykling","48,55","1.054","01:53:36","144","188","--","25,6","56,4","380","384","NaN","NaN","NaN","NaN","76","188","--","0,0","--","--","--","NaN","NaN","7263","NaN","NaN","NaN","5,0","No","00:NaN:NaN","--","10,0","--","--","--","00:NaN:NaN","00:NaN:NaN","29","107"
Cycling,2014-03-21 09:18:58,false,"Cykling","60,43","559","02:00:46","149","169","--","30,0","51,4","226","246","NaN","NaN","NaN","NaN","81","109","--","0,0","--","--","--","NaN","NaN","4606","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-03-14 09:14:05,false,"Cykling","41,30","1.036","01:24:02","154","174","--","29,5","55,3","241","227","NaN","NaN","NaN","NaN","87","116","--","0,0","--","--","--","NaN","NaN","7174","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-03-09 11:53:03,false,"Cykling","31,12","735","01:10:00","151","170","--","26,7","57,2","267","290","NaN","NaN","NaN","NaN","86","114","--","0,0","--","--","--","NaN","NaN","5258","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-10-24 10:43:15,false,"Ruller","18,19","558","00:42:07","154","200","--","25,9","52,6","6","9","NaN","NaN","NaN","NaN","74","95","--","0,0","--","--","--","NaN","NaN","3074","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-10-20 17:07:48,false,"Ruller","17,73","369","00:25:15","139","195","--","42,1","67,9","5","5","NaN","NaN","NaN","NaN","91","123","--","0,0","--","--","--","NaN","NaN","2247","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-09-30 15:55:15,false,"Træning, Jesper, Nicolaj","53,56","1.196","02:04:08","144","190","--","25,9","62,5","520","509","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-08-29 18:41:13,false,"W01D02","21,11","870","00:50:14","--","--","--","25,2","45,2","169","186","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-08-26 18:53:09,false,"Aften Træning","26,61","1.164","00:56:16","--","--","--","28,4","53,0","234","259","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-08-19 18:03:43,false,"Træning","43,56","1.866","01:29:22","--","--","--","29,2","54,4","332","348","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-08-14 18:05:44,false,"Aarhus N Cykling","7,91","310","00:23:51","--","--","--","19,9","31,1","57","57","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-08-14 09:24:26,false,"Tilst Cykling","7,17","306","00:14:03","--","--","--","30,6","43,5","38","40","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-08-13 18:28:41,false,"Aarhus N Cykling","7,22","294","00:16:33","--","--","--","26,2","39,9","46","48","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-08-13 09:37:09,false,"Tilst Cykling","7,05","309","00:13:18","--","--","--","31,8","46,0","37","32","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-08-12 18:34:09,false,"Aarhus N Cykling","8,12","376","00:16:42","--","--","--","29,2","40,3","71","71","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-07-29 15:16:58,false,"Langelinie Træning","43,66","1.887","01:20:56","--","--","--","32,4","48,9","257","280","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","22,0","No","00:NaN:NaN","--","28,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-3","69"
Cycling,2013-07-21 15:05:52,false,"Langelinie Træning","43,83","1.859","01:22:48","--","--","--","31,8","56,4","386","385","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-07-19 19:17:19,false,"Pendling + Træning","18,66","819","00:43:55","--","--","--","25,5","45,9","163","140","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-07-13 20:22:03,false,"Untitled","15,01","616","00:32:05","--","--","--","28,1","52,4","117","122","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-07-08 13:50:51,false,"Rønde Tur","70,72","2.834","02:43:59","--","--","--","25,9","54,6","403","449","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-07-07 14:44:05,false,"Træningstur","36,92","1.556","01:31:16","--","--","--","24,3","48,5","342","302","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-07-05 10:02:46,false,"Untitled","7,05","308","00:13:29","--","--","--","31,4","45,0","31","42","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-06-29 20:02:57,false,"Interval 2","16,71","704","00:35:40","--","--","--","28,1","59,5","136","117","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-06-16 13:49:24,false,"CeramicSpeed Tur","62,53","2.738","02:22:59","--","--","--","26,2","50,6","426","427","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2013-06-09 13:24:58,false,"Langelinieløbs træning (solo)","107,48","4.535","03:52:56","--","--","--","27,7","57,7","932","927","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
